position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
te,"Powder Springs, Georgia",Hillgrove,78,210,4.5,3,5.6,34,Mississippi,Evan Engram,2013
ath,"American Canyon, California",American Canyon,78,175,4.5,3,5.7,34,Oregon,Chris Seisay,2013
lb,"Statesville, North Carolina",South Iredell,78,215,4.7,3,5.7,34,Virginia,LaChaston Smith,2013
dt,"Hamilton, Georgia",Harris County,78,280,5.2,3,5.7,34,Georgia Southern,Jay Ellison,2013
wr,"Oakley, California",Freedom,78,205,4.5,4,5.8,34,Washington,Darrell Daniels,2013
de,"Philadelphia, Pennsylvania",George Washington,78,264,,3,5.6,34,Pittsburgh,Justin Moody,2013
de,"Tyler, Texas",John Tyler,78,225,,3,5.7,34,Houston,Tyus Bowser,2013
ol,"New Orleans, Louisiana",McDonogh 35,78,330,,3,5.7,34,Tulane,Kenneth Santa Marina,2013
db,"Cypress, Texas",Cypress Woods,78,187,4.6,3,5.7,34,Baylor,Alfred Pullom,2013
qb,"Tahlequah, Oklahoma",Sequoyah,78,195,,3,5.6,34,Memphis,Brayden Scott,2013
rb,"Forest Park, Ohio",Moeller,65,175,,3,5.7,34,Northwestern,Keith Watkins,2013
ol,"St. Louis, Missouri",Mary Inst Country Day,78,313,5.4,3,5.6,34,Oklahoma State,Jack Kurzu,2013
lb,"Carmel, Indiana",Carmel,78,210,4.6,3,5.7,34,Iowa,John Kenny,2013
ath,"Tallahassee, Florida",Godby,65,175,,3,5.7,35,Kentucky,Khalid Thomas,2013
lb,"Huntsville, Alabama",Huntsville,78,225,,3,5.7,35,Auburn,Cameron Toney,2013
db,"Dothan, Alabama",Dothan,65,165,4.5,3,5.7,35,Auburn,Kamryn Melton,2013
te,"Waukesha, Wisconsin",Waukesha West,78,225,,3,5.6,35,Michigan State,Dylan Chmura,2013
wr,"Mesquite, Texas",West Mesquite,78,205,,4,5.8,35,UCLA,Eldridge Massington,2013
de,"Stone Mountain, Georgia",Stephenson,78,217,,3,5.7,35,Vanderbilt,Jonathan Wynn,2013
qb,"Hicksville, New York",Holy Trinity,78,200,,3,5.6,35,Rutgers,Christopher Laviano,2013
dt,"Maplewood, Missouri",Maplewood Richmond Heights,78,295,,3,5.7,35,Missouri,Antar Thompson,2013
db,"Rosenberg, Texas",Terry,78,178,4.6,3,5.7,35,Texas A&M,Victor Davis,2013
ol,"Missouri City, Texas",Fort Bend Marshall,78,285,,3,5.7,35,Baylor,Maurice Porter,2013
de,"Frisco, Texas",Centennial,78,240,,3,5.6,35,Baylor,K.J. Smith,2013
ol,"Ruston, Louisiana",Cedar Creek,78,300,,3,5.6,35,LSU,K.J. Malone,2013
rb,"Denham Springs, Louisiana",Denham Springs,78,200,,3,5.7,35,South Alabama,Kaleb Blanchard,2013
lb,"Cleveland, Ohio",Cleveland Heights,78,220,4.7,3,5.7,35,Minnesota,De'Niro Laster,2013
db,"Elkton, Maryland",Eastern Christian Academy,65,173,,3,5.7,36,Mississippi State,Jahmere Irvin-Sills,2013
ath,"Sioux Falls, South Dakota",Washington,78,206,4.4,3,5.7,36,Nebraska,Nathan Gerry,2013
ol,"Cincinnati, Ohio",Colerain,78,280,,3,5.6,36,Tennessee,Dylan Wiesman,2013
lb,"Orlando, Florida",Evans,78,215,,3,5.7,36,Florida State,Ro'Derrick Hoskins,2013
rb,"Sicklerville, New Jersey",Timber Creek,65,188,4.6,3,5.7,36,Temple,Zaire Williams,2013
de,"Orlando, Florida",Lake Highland,78,220,,3,5.6,36,Vanderbilt,Landon Stokes,2013
ol,"North Richland Hills, Texas",Birdville,78,295,,3,5.7,36,Texas A&M,Joas Aguilar,2013
dt,"Dadeville, Alabama",Dadeville,78,290,,3,5.7,36,Southern Miss,Rod Crayton,2013
wr,"Houston, Texas",Cypress Falls,65,168,4.6,4,5.8,36,Texas,Jacorey Warrick,2013
de,"Euless, Texas",Trinity,78,260,4.9,3,5.6,36,Utah,Gaius Vaenuku,2013
lb,"Plantation, Florida",American Heritage,78,237,,3,5.7,36,Notre Dame,Michael Deeb,2013
db,"Killeen, Texas",Killeen,78,195,4.4,3,5.7,36,Oklahoma State,Deric Robertson,2013
te,"Fruitland, Idaho",Fruitland,78,230,,3,5.6,36,Boise State,Alec Dhaenens,2013
ath,"Livingston, Texas",Livingston,65,185,4.5,3,5.7,37,Texas,Chevoski Collins,2013
db,"Spanish Fort, Alabama",Spanish Fort,78,185,4.5,3,5.7,37,Alabama,Jonathan Cook,2013
de,"Clearwater, Florida",Countryside,78,210,,3,5.6,37,South Florida,Mike Love,2013
lb,"Hialeah, Florida",Hialeah,65,224,,3,5.7,37,Louisiana-Lafayette,George Williams,2013
ol,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,285,,3,5.6,37,Connecticut,Kyle Schafenacker,2013
db,"Miami, Florida",Miami Central,78,199,,3,5.7,37,Oklahoma,Ahmad Thomas,2013
te,"Atlanta, Georgia",Marist School,78,235,,3,5.6,37,Stanford,Greg Taboada,2013
lb,"Rockwall, Texas",Rockwall-Heath,78,208,,3,5.7,37,Baylor,Raaquan Davis,2013
rb,"Warren, Ohio",Howland,65,218,,3,5.7,37,Michigan,Deveon Smith,2013
ol,"New Lenox, Illinois",Lincoln-Way West,78,284,5.4,3,5.7,37,Notre Dame,Colin McGovern,2013
wr,"Wylie, Texas",East,78,189,4.5,4,5.8,37,Oklahoma State,Marcell Ateman,2013
wr,"Orlando, Florida",Jones,65,176,4.4,4,5.8,38,Florida State,Levonte Whitfield,2013
de,"Forestville, Maryland",Bishop McNamara,78,235,4.7,3,5.6,38,Georgia Tech,Kevin Robbins,2013
rb,"Ventura, California",St. Bonaventure,65,210,,3,5.7,38,Arizona,Zachary Green,2013
db,"Jersey City, New Jersey",St. Peter's Prep,65,170,,3,5.7,38,Vanderbilt,Tre Bell,2013
ath,"Galloway, New Jersey",Absegami,78,184,4.5,3,5.7,38,Notre Dame,Rashad Kinlaw,2013
lb,"Newark, New Jersey",Shabazz,78,220,,3,5.6,38,West Virginia,Al-Rasheed Benton,2013
db,"Harvey, Illinois",Thornton Township,65,190,,3,5.7,38,Vanderbilt,Jalen Banks,2013
dt,"Orlando, Florida",Freedom,78,270,,3,5.7,38,Nebraska,Kevin Maurice,2013
ol,"Zachary, Louisiana",Zachary,78,305,5.2,3,5.6,38,Tulane,Chris Taylor,2013
ol,"Shreveport, Louisiana",Evangel Christian,78,336,,3,5.7,38,Houston,Josh Thomas,2013
lb,"Cincinnati, Ohio",Northwest,78,215,,3,5.7,38,Cincinnati,Rasheen Jones,2013
te,"Terre Haute, Indiana",Terre Haute North Vigo,78,226,,3,5.6,38,Ball State,Calvin Blank,2013
db,"Charlotte, North Carolina",Mallard Creek,65,170,4.5,3,5.7,39,North Carolina,Brian Walker,2013
db,"Charlotte, North Carolina",Christian,78,171,4.7,3,5.7,39,North Carolina,Desmond Lawrence,2013
dt,"Shaker Heights, Ohio",Shaker Heights,78,290,,3,5.7,39,Ohio State,Donovan Munger,2013
ath,"Pickerington, Ohio",Pickerington North,65,185,,3,5.7,39,Northwestern,Godwin Igwebuike,2013
lb,"Hamilton, Ohio",Hamilton,78,220,4.6,3,5.6,39,Indiana,Marcus Oliver,2013
ol,"Lynchburg, Virginia",Liberty Christian Academy,78,289,5.2,3,5.7,39,Virginia Tech,Braxton Pfaff,2013
wr,"New Orleans, Louisiana",G W Carver,78,195,4.5,4,5.8,39,Alabama,Raheem Falkins,2013
ol,"Perrysburg, Ohio",St. John's,78,260,4.9,3,5.6,39,Wisconsin,Matt Miller,2013
de,"Kansas City, Missouri",Rockhurst,78,260,,3,5.6,39,Kansas State,Jordan Willis,2013
lb,"Mineola, Texas",Mineola,78,200,,3,5.7,39,TCU,Dac Shaw,2013
te,"Greenwood, Indiana",Center Grove,78,255,,3,5.6,39,Minnesota,Nate Wozniak,2013
rb,"Elkton, Maryland",Eastern Christian Academy,65,194,4.4,3,5.7,39,West Virginia,Wendell Smallwood,2013
ol,"Valdosta, Georgia",Valwood,78,260,5.1,3,5.7,40,Georgia,Aulden Bynum,2013
lb,"Fayetteville, Arkansas",Fayetteville,78,215,4.6,3,5.7,40,Arkansas,Brooks Ellis,2013
wr,"Upper Marlboro, Maryland",Frederick Douglass,78,186,,4,5.8,40,Tennessee,Paul Harris,2013
lb,"Houston, Texas",Sharpstown,78,238,4.7,3,5.6,40,Texas A&M,Reggie Chevis,2013
te,"Cambridge, Massachusetts",Buckingham Browne & Nichols,78,230,,3,5.6,40,Wake Forest,Brendan O'Neil,2013
db,"Encino, California",Crespi,78,183,,3,5.7,40,Oregon State,Brandon Arnold,2013
db,"Louisville, Kentucky",Trinity,65,178,,3,5.7,40,Vanderbilt,Ryan White,2013
dt,"Marion, Massachusetts",Tabor Academy,78,295,4.9,3,5.7,40,Boston College,Tevin Montgomery,2013
rb,"Miami, Florida",Columbus,78,210,,3,5.7,40,Massachusetts,Lorenzo Woodley,2013
ol,"Niceville, Florida",Niceville,78,294,,3,5.6,40,Kentucky,Nick Haynes,2013
ath,"Erie, Pennsylvania",Cathedral Prep School,78,205,,3,5.7,40,Michigan State,Delton Williams,2013
de,"Jacksonville, Florida",First Coast,78,225,4.8,3,5.6,40,UCF,Seyvon Lowry,2013
ath,"Delray Beach, Florida",American Heritage School,65,170,,3,5.7,41,Auburn,Marcus Davis,2013
wr,"Prosper, Texas",Prosper,78,172,4.6,4,5.8,41,Notre Dame,Torii Hunter Jr.,2013
lb,"Westlake Village, California",Oaks Christian,78,200,,3,5.7,41,UCLA,Cameron Judge,2013
ol,"Albemarle, North Carolina",Albermarle,78,310,5.0,3,5.7,41,North Carolina,R.J. Prince,2013
lb,"Havertown, Pennsylvania",Haverford,78,223,,3,5.6,41,Pittsburgh,Matt Galambos,2013
dt,"Fort Lauderdale, Florida",University School,78,308,,3,5.7,41,LSU,Maquedius Bain,2013
db,"Tampa, Florida",Plant,78,208,,3,5.7,41,Georgia,Paris Bostick,2013
db,"O'Fallon, Illinois",O'Fallon,65,185,,3,5.7,41,Illinois,Darius Mosely,2013
rb,"Fort Lauderdale, Florida",St. Thomas Aquinas,65,176,,3,5.7,41,Bowling Green,Fred Coppet,2013
ol,"Alpharetta, Georgia",Milton,78,299,,3,5.6,42,Wake Forest,Josh Harris,2013
lb,"Norman, Oklahoma",North,78,205,,3,5.6,42,Oklahoma,Jordan Evans,2013
ath,"Stafford, Virginia",Mountain View,78,182,4.6,3,5.7,42,Penn State,DaeSean Hamilton,2013
lb,"Mays Landing, New Jersey",Oakcrest,78,220,4.6,3,5.6,42,Penn State,Brandon Bell,2013
wr,"Cedar Hill, Texas",Cedar Hill,78,175,4.6,4,5.8,42,Mississippi,Quincy Adeboyejo,2013
db,"Lithonia, Georgia",Martin Luther King,78,200,4.5,3,5.7,42,West Virginia,Jeremy Tyler,2013
dt,"Detroit, Michigan",Cass Tech,78,290,,3,5.7,42,North Carolina State,Kenton Gibbs,2013
db,"Durham, North Carolina",Hillside,78,185,,3,5.7,42,Clemson,Korrin Wiggins,2013
ol,"Suwanee, Georgia",North Gwinnett,78,290,,3,5.7,42,Georgia,DeVondre Seymour,2013
rb,"Hampton, Georgia",Lovejoy,78,205,,3,5.7,42,Georgia Tech,Travis Custis,2013
de,"Brecksville, Ohio",Brecksville Broadview Hgts,78,225,4.7,3,5.6,42,Stanford,Mike Tyler,2013
lb,"Cleveland, Ohio",Glenville Academic Campus,78,185,,3,5.6,,Ohio State,Christopher Worley,2013
db,"Immokalee, Florida",Immokalee,78,190,,3,5.7,43,Auburn,Mackenro Alexander,2013
ath,"Tulsa, Oklahoma",Booker T. Washington,78,195,,3,5.7,43,Oklahoma,Dominique Alexander,2013
de,"Jacksonville, Florida",University Christian School,78,220,,3,5.6,43,North Carolina,Marquis Haynes,2013
ol,"San Clemente, California",San Clemente,78,260,,3,5.7,43,Oregon State,Sean Harlow,2013
lb,"Cherry Hill, New Jersey",Camden Catholic,78,212,,3,5.6,43,Temple,Jarred Alwan,2013
dt,"Plantation, Florida",Plantation,78,310,,3,5.7,43,North Carolina State,Monty Nelson,2013
rb,"Neptune Beach, Florida",Fletcher,78,200,,3,5.7,43,South Carolina,Jamari Smith,2013
ol,"Dorchester, Massachusetts",Boston College High,78,275,,3,5.6,43,Virginia,Jack McDonald,2013
db,"Hollywood, Florida",Chaminade Madonna,78,168,,3,5.7,43,Clemson,Adrian Baker,2013
wr,"New Orleans, Louisiana",Holy Cross,78,190,,4,5.8,43,LSU,Kevin Spears,2013
dt,"Immokalee, Florida",Immokalee,78,311,,3,5.7,44,South Florida,Deadrin Senat,2013
ath,"New Albany, Ohio",New Albany,78,195,4.5,3,5.7,44,Ohio State,Darron Lee,2013
rb,"Lompoc, California",Lompoc,65,210,,3,5.7,44,Washington,Lavon Coleman,2013
lb,"Honolulu, Hawaii",Punahou,78,235,,3,5.6,44,UCLA,Isaac Savaiinaea,2013
ol,"Salisbury, Connecticut",Salisbury School,78,280,,3,5.7,44,Virginia,Sadiq Olanrewaju,2013
db,"Cibolo, Texas",Steele,78,205,4.5,3,5.6,44,Texas,Erik Huhn,2013
ol,"Orange, California",Lutheran,78,290,,3,5.6,44,Colorado,Colin Sutton,2013
lb,"Orange, Texas",West Orange-Stark,78,185,4.4,3,5.6,44,Baylor,Travon Blanchard,2013
de,"Groveport, Ohio",Groveport Madison,78,225,4.5,3,5.6,44,Illinois,Dawuane Smoot,2013
wr,"San Antonio, Texas",San Antonio Christian,78,195,,4,5.8,44,Notre Dame,Corey Robinson,2013
db,"Los Angeles, California",Loyola,65,180,,3,5.7,44,California,Cameron Walker,2013
wr,"New Smyrna Beach, Florida",New Smyrna Beach,65,170,,4,5.8,45,Ohio State,James Clark,2013
ol,"Prichard, Alabama",Blount,78,296,,3,5.6,45,Florida State,Wilson Bell,2013
lb,"River Ridge, Louisiana",John Curtis,78,215,4.6,3,5.6,45,LSU,Duke Riley,2013
rb,"Flint, Michigan",Carman Ainsworth,78,205,,3,5.7,45,Michigan State,Gerald Holmes,2013
dt,"Harbor City, California",Narbonne,78,255,,3,5.7,45,Washington State,Paulo Lepua,2013
db,"Frisco, Texas",Centennial,65,160,4.4,3,5.6,45,TCU,Ranthony Texada,2013
ath,"East Bernard, Texas",East Bernard,78,182,4.4,3,5.7,45,TCU,Ty Slanina,2013
de,"Inglewood, California",Inglewood,78,240,,3,5.6,45,Houston,Chauntez Jackson,2013
lb,"Fenton, Missouri",Rockwood Summit,78,235,,3,5.6,45,Missouri,Eric Beisel,2013
db,"Jacksonville, Florida",Sandalwood,78,197,4.5,3,5.6,45,West Virginia,Malik Greaves,2013
ol,"Atwater, California",Buhach,78,320,,3,5.7,45,California,Aaron Cochran,2013
ath,"Sicklerville, New Jersey",Timber Creek,78,205,,3,5.7,46,Rutgers,Myles Nash,2013
ol,"Arvada, Colorado",Ralston Valley,78,295,,3,5.7,46,Arkansas,Dan Skipper,2013
wr,"Jenks, Oklahoma",Jenks,78,190,,3,5.7,46,Oklahoma,Jordan Smallwood,2013
rb,"Dillon, South Carolina",Dillon,65,180,4.4,3,5.7,46,Tennessee,Jabo Lee,2013
dt,"Manchester, Kentucky",Clay County,78,313,5.6,3,5.6,46,Kentucky,Jacob Hyde,2013
db,"Plantation, Florida",Plantation,65,150,4.7,3,5.7,46,Wisconsin,Sojourn Shelton,2013
lb,"Concord, California",De La Salle,78,217,,3,5.6,46,Yale,Victor Egu,2013
db,"Detroit, Michigan",Martin Luther King,65,183,,3,5.6,46,Northern Illinois,Mycial Allen,2013
ath,"Monmouth Junction, New Jersey",South Brunswick,78,186,4.6,3,5.7,47,Rutgers,TJ Taylor,2013
ol,"West Chester, Ohio",Lakota West,78,270,,3,5.7,47,Kentucky,Kyle Meadows,2013
wr,"Olney, Maryland",Good Counsel,78,197,,3,5.7,47,Virginia,Andre Levrone,2013
db,"Mansfield, Texas",Timberview,78,190,4.5,3,5.6,47,Washington,Trevor Walker,2013
lb,"Thomasville, Georgia",Thomasville,78,245,4.6,3,5.6,47,UCF,Mario Mathis,2013
wr,"Lauderdale Lakes, Florida",Boyd Anderson,78,175,,3,5.7,48,Alabama,Eddie Jackson,2013
db,"Fork Union, Virginia",Fork Union Military Academy,78,195,,3,5.6,48,Virginia,Malcolm Cook,2013
db,"Cincinnati, Ohio",La Salle,65,165,4.4,3,5.7,48,Kentucky,Jaleel Hytchye,2013
ath,"Cooper City, Florida",Cooper City,78,190,4.5,3,5.7,48,Tennessee,Lemond Johnson,2013
dt,"Port Arthur, Texas",Port Arthur Memorial,78,268,,3,5.6,48,Oklahoma,Matthew Romar,2013
lb,"Sebastian, Florida",Sebastian River,78,210,,3,5.6,48,Louisiana-Lafayette,James Clark,2013
ol,"Brantford, Ontario",Pauline Johnson Collegiate,78,290,,3,5.7,48,Nebraska,David Knevel,2013
db,"Tampa, Florida",Freedom,78,190,4.5,3,5.6,49,South Florida,Nate Godwin,2013
db,"Flowery Branch, Georgia",Flowery Branch,78,190,4.5,3,5.7,49,Oklahoma State,Darius Curry,2013
ol,"Fallbrook, California",Fallbrook,78,265,5.1,3,5.7,49,Vanderbilt,Sean Dowling,2013
ath,"Towson, Maryland",Calvert Hall,78,180,,3,5.7,49,Toledo,Delando Johnson,2013
wr,"Columbus, Ohio",Walnut Ridge,78,185,,3,5.7,49,Wisconsin,Rob Wheelwright,2013
lb,"Rancho Cucamonga, California",Rancho Cucamonga,78,205,,3,5.6,49,Arizona State,A.J. Latu,2013
dt,"Loxahatchee, Florida",Seminole Ridge,78,273,5.2,3,5.6,49,Louisville,Kyle Shortridge,2013
rb,"Bakersfield, California",Stockdale,65,195,,3,5.6,49,Eastern Washington,D.J. Martin,2013
db,"Massillon, Ohio",Washington,78,165,,3,5.7,50,Ohio State,Gareon Conley,2013
wr,"Columbus, Georgia",Carver,78,190,,3,5.7,50,Florida,Marqui Hawkins,2013
lb,"Lorton, Virginia",South County,78,205,4.6,3,5.6,50,Vanderbilt,Oren Burks,2013
rb,"Houston, Texas",Alief Taylor,65,205,4.5,3,5.6,50,TCU,Trevorris Johnson,2013
ath,"Olive Branch, Mississippi",Olive Branch,65,175,,3,5.7,50,Memphis,Samuel Craft,2013
ol,"Fountain Valley, California",Fountain Valley,78,267,,3,5.7,50,California,J.D. Hinnant,2013
dt,"Waco, Texas",University,78,310,,3,5.6,50,Oklahoma State,Ben Hughes,2013
wr,"Weston, Florida",Cypress Bay,78,180,,3,5.7,51,Kentucky,Alex Montgomery,2013
ath,"Brownsburg, Indiana",Brownsburg,78,190,4.5,3,5.7,51,Indiana,Chase Dutra,2013
rb,"Long Beach, California",Poly,65,195,4.5,3,5.6,51,Washington State,Gerard Wicks,2013
ol,"Columbus, Mississippi",Columbus Sr,78,305,,3,5.7,51,Mississippi State,Jake Thomas,2013
lb,"Damascus, Maryland",Damascus,78,210,4.6,3,5.6,51,Virginia,Zach Bradshaw,2013
dt,"Shreveport, Louisiana",Woodlawn,78,280,,3,5.6,51,Southern Miss,Christopher Robinson,2013
db,"Poway, California",Poway,78,173,,3,5.7,51,Arizona,Derek Babiash,2013
db,"Philadelphia, Pennsylvania",William Penn Charter School,78,185,4.4,3,5.6,51,West Virginia,Daryl Worley,2013
db,"Fort Wayne, Indiana",Bishop Luers,65,175,,3,5.7,52,Purdue,TyVel Jemison,2013
wr,"District Heights, Maryland",Suitland,65,165,4.4,3,5.7,52,Maryland,Taivon Jacobs,2013
ath,"Kingsland, Georgia",Camden County,65,186,4.4,3,5.7,52,Georgia,J.J. Green,2013
db,"Arlington, Texas",Bowie,78,175,,3,5.6,52,TCU,Steve Wesley,2013
dt,"Rigby, Idaho",Rigby,78,298,,3,5.6,52,Brigham Young,JonRyheem Peoples,2013
rb,"Union City, California",James Logan,78,200,,3,5.6,52,Northwestern,Warren Miles Long,2013
ol,"Mansfield, Texas",Mansfield,78,270,5.1,3,5.7,52,Oklahoma State,Zachary Crabtree,2013
ol,"Tyrone, Georgia",Sandy Creek,78,275,,3,5.6,53,South Carolina,Alan Knott,2013
ath,"Oradell, New Jersey",Bergen Catholic,78,185,4.5,3,5.7,53,Northwestern,Kyle Queiro,2013
wr,"Alpharetta, Georgia",Alpharetta,78,194,,3,5.7,53,Vanderbilt,Carlos Burse,2013
dt,"Memphis, Tennessee",Memphis East,78,335,,3,5.6,53,Mississippi,Herbert Moore,2013
rb,"Guyton, Georgia",South Effingham,65,180,4.4,3,5.6,53,North Carolina State,Joshua Mercer,2013
db,"Cleveland, Ohio",St. Edward,78,170,4.5,3,5.6,53,Iowa,Solomon Warfield,2013
ol,"Kingsland, Georgia",Camden County,78,255,,3,5.6,54,South Carolina,J.P. Vonashek,2013
lb,"Cumming, Georgia",West Forsyth,78,187,5.0,3,5.6,54,South Carolina,Mohamed Camara,2013
db,"Bratt, Florida",Northview,78,173,4.5,3,5.6,54,Penn State,Neiko Robinson,2013
db,"Newnan, Georgia",Northgate,78,182,4.5,3,5.7,54,Virginia Tech,Brandon Facyson,2013
ath,"Memphis, Tennessee",White Station,65,160,,3,5.7,54,Mississippi State,Donald Gray Jr.,2013
wr,"St. Petersburg, Florida",Lakewood,78,166,,3,5.7,54,Toledo,Rodney Adams,2013
rb,"Dublin, Ohio",Jerome,78,205,4.6,3,5.6,54,Georgia Tech,Donovan Wilson,2013
ol,"Crawfordville, Florida",Wakulla,78,265,,3,5.6,55,Georgia Tech,Chris Griffin,2013
wr,"Marietta, Georgia",Lassiter,65,179,4.6,3,5.7,55,Tennessee,Ryan Jenkins,2013
ath,"Chester, Virginia",Thomas Dale,78,202,4.6,3,5.6,55,Virginia Tech,Daniel Reid,2013
dt,"Macon, Mississippi",Noxubee County,78,255,,3,5.6,55,Southern Miss,Dylan Bradley,2013
db,"Oakland, California",Bishop O'Dowd,78,172,4.7,3,5.6,55,Washington,Kevin King,2013
db,"Mesquite, Texas",West Mesquite,78,190,,3,5.6,55,Arizona State,Will Earley,2013
rb,"Tempe, Arizona",Marcos De Niza,65,185,4.6,3,5.6,55,Arizona,Mauriece Lee,2013
lb,"Eden Prairie, Minnesota",Eden Prairie,78,215,,3,5.6,55,Boston College,Jack Cottrell,2013
wr,"Memphis, Tennessee",Central,78,173,4.5,3,5.7,56,Vanderbilt,Latevius Rayford,2013
ath,"Loreauville, Louisiana",Loreauville,65,182,,3,5.6,56,TCU,Jermaine Antoine,2013
db,"Los Angeles, California",Dorsey,78,190,4.5,3,5.6,56,Arizona State,Jayme Otomewo,2013
ol,"Chagrin Falls, Ohio",Kenston,78,280,,3,5.6,56,Northwestern,Sam Coverdale,2013
lb,"Dallas, Texas",Kimball,78,193,4.5,3,5.6,56,New Mexico State,Brandon Hines,2013
ath,"Richmond, Virginia",Henrico,65,163,4.4,3,5.6,57,Virginia Tech,Cequan Jefferson,2013
lb,"Lithonia, Georgia",Martin Luther King,78,205,,3,5.6,57,Texas Tech,Jacarthy Mack,2013
db,"Apopka, Florida",Wekiva,78,188,,3,5.6,57,Louisville,Terrence Ross,2013
ol,"Louisville, Kentucky",Ballard,78,305,5.1,3,5.6,57,Kansas,Joey Bloomfield,2013
wr,"Tampa, Florida",Tampa Bay Tech,78,195,,3,5.7,57,Louisville,Richard Benjamin,2013
db,"St. Petersburg, Florida",Lakewood,78,184,4.6,3,5.6,57,UCF,Shaquill Griffin,2013
lb,"Eagle River, Wisconsin",Northland Pines,78,215,,3,5.6,58,Wisconsin,Austin Ramesh,2013
ath,"Munday, Texas",Munday,65,160,4.4,3,5.6,58,Texas Tech,Dee Paul,2013
db,"Long Beach, California",Poly,78,200,,3,5.6,58,Arizona,David Price,2013
db,"Charlotte, North Carolina",Independence,78,190,,3,5.6,58,North Carolina State,Jack Tocho,2013
wr,"Matthews, North Carolina",Butler,78,181,4.5,3,5.7,58,Georgia,Uriah LeMay,2013
ol,"Tulsa, Oklahoma",Union,78,258,4.8,3,5.6,58,Tulsa,Dalton Rodriguez,2013
ath,"Jacksonville, Florida",Wolfson,78,189,,3,5.6,59,South Carolina,Jasper Sasser,2013
ol,"Brookfield, Wisconsin",Central,78,260,5.0,3,5.6,59,Iowa State,Jacob Homa,2013
wr,"Akron, Ohio",Firestone Senior,78,182,4.5,3,5.7,59,Nebraska,Kevin Gladney,2013
db,"Woodbridge, Virginia",Woodbridge Senior,65,175,4.4,3,5.6,59,Duke,Evrett Edwards,2013
db,"Clearwater, Florida",Central Catholic,78,175,4.5,3,5.6,60,Wake Forest,Michael Stevenson,2013
ath,"Cypress, Texas",Cypress Springs,65,180,,3,5.6,60,Texas State,Dila Rosemond,2013
db,"West Monroe, Louisiana",West Monroe,65,180,,3,5.6,60,Louisiana Tech,Xavier Woods,2013
wr,"Columbus, Ohio",Marion Franklin,78,197,4.6,3,5.7,60,Michigan,Jaron Dukes,2013
ol,"Mission Viejo, California",Mission Viejo,78,310,,3,5.6,60,California,Erik Bunte,2013
ath,"Saluda, Virginia",Middlesex,78,217,,3,5.6,61,Miami (FL),Ryheem Lockley,2013
ol,"Chicago, Illinois",Simeon,78,265,,3,5.6,61,Syracuse,Kendall Moore,2013
db,"Winter Park, Florida",Winter Park,65,181,,3,5.6,61,Kentucky,Blake McClain,2013
wr,"Eupora, Mississippi",Eupora,78,179,,3,5.7,61,Mississippi,Derrick Jones,2013
wr,"Pinson, Alabama",Clay,78,205,,3,5.7,62,Vanderbilt,DeAndre Woods,2013
ath,"Newton, Texas",Newton,65,175,4.5,3,5.6,62,Arkansas,D.J. Dean,2013
lb,"Pomona, California",Pomona,78,225,,3,5.6,59,Washington,Azeem Victor,2013
db,"Washington, District of Columbia",Gonzaga,78,179,4.6,3,5.6,62,Notre Dame,Devin Butler,2013
ol,"Paramount, California",Paramount,78,290,,3,5.6,62,California,Chris Borrayo,2013
wr,"Long Beach, California",Jordan,65,165,,3,5.7,63,Washington,John Ross,2013
ath,"San Marcos, California",Mission Hills,65,170,4.4,3,5.6,63,Arizona,Devin Holiday,2013
db,"Charleston, Illinois",Charleston,65,165,,3,5.6,63,Illinois,Dillan Cazley,2013
ol,"Greenwood, Indiana",Southport,78,290,,3,5.6,63,Louisville,Skylar Lacy,2013
wr,"Culver City, California",Culver City,78,175,4.4,3,5.7,64,San Diego State,Julius Wilson,2013
ol,"Atlanta, Georgia",Carver,78,277,4.9,3,5.6,64,Vanderbilt,Delando Crooks,2013
lb,"Arlington, Texas",Arlington,78,180,,3,5.6,60,TCU,Sammy Douglas,2013
ath,"Immokalee, Florida",Immokalee,65,185,,3,5.6,64,Cincinnati,Tshumbi Johnson,2013
db,"Miami, Florida",Archbishop Carroll,65,169,,3,5.6,64,Purdue,Leroy Clark,2013
db,"Lawrenceville, Georgia",Archer,65,176,4.5,3,5.6,65,California,Trey Cheek,2013
ath,"Kansas City, Missouri",Hogan Prep,78,174,4.5,3,5.6,65,Missouri,Anthony Sherrils,2013
wr,"Harvey, Louisiana",West Jefferson,78,180,,3,5.7,65,Arizona State,Ronald Lewis,2013
ol,"Columbus, Indiana",Columbus North,78,255,,3,5.6,65,Brigham Young,Thomas Shoaf,2013
ol,"Moultrie, Georgia",Colquitt County,78,285,,3,5.6,66,Florida,Octavius Jackson,2013
ath,"Suwanee, Georgia",North Gwinnett,65,195,4.5,3,5.6,66,North Carolina,Donnie Miles,2013
wr,"Elkton, Maryland",Eastern Christian Academy,65,166,4.5,3,5.7,66,Connecticut,Dhameer Bradley,2013
db,"Norcross, Georgia",Norcross,65,168,4.5,3,5.6,66,Middle Tennessee State,Shon Akins,2013
ol,"Santa Ana, California",Mater Dei,78,290,,3,5.6,67,Stanford,Dave Bright,2013
wr,"Wylie, Texas",East,78,201,4.5,3,5.7,67,Baylor,Vequan Jones,2013
db,"Dallas, Texas",Skyline,65,170,4.6,3,5.6,67,Tulsa,Will Barrow,2013
