position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
te,"Galveston, Texas",Ball,78,230,,3,5.6,31,Texas A&M,Frank Avery,2007
rb,"Anaheim, California",Esperanza,78,210,4.7,3,5.7,31,Oregon,Charles Neal,2007
ath,"Hutto, Texas",Hutto,65,170,4.5,4,5.8,31,TCU,Jeremy Kerley,2007
de,"Lisbon, Ohio",David Anderson,78,239,4.9,3,5.7,31,Northwestern,Vincent Browne,2007
ol,"Farmington, Minnesota",Farmington,78,275,5.4,3,5.6,31,Minnesota,Trey Davis,2007
ol,"DeLand, Florida",Deland,78,275,,3,5.7,31,Florida State,Will Furlong,2007
db,"Compton, California",Compton,78,180,4.7,3,5.7,31,Colorado,Anthony Wright,2007
wr,"Folkston, Georgia",Charlton County,78,200,4.6,4,5.8,31,Georgia Tech,D.J. Donley,2007
ol,"Rensselaer, New York",Rensselaer,78,352,5.2,3,5.7,32,Boston College,Kenny Plue,2007
ath,"Somerville, New Jersey",Somerville,65,180,4.4,4,5.8,32,Rutgers,Mason Robinson,2007
dt,"Hoover, Alabama",Hoover,78,280,4.9,3,5.7,32,Alabama,Josh Chapman,2007
wr,"Charlotte, North Carolina",Independence,78,197,4.5,4,5.8,32,South Carolina,Jason Barnes,2007
lb,"Los Angeles, California",Dorsey,78,191,,3,5.7,32,California,Robert Mullins,2007
rb,"Compton, California",Dominguez,65,184,4.5,3,5.7,32,Washington,Brandon Johnson,2007
de,"Los Angeles, California",Verbum Dei,78,220,4.9,3,5.6,32,UCLA,Justin Edison,2007
te,"Greenacres, Florida",John I. Leonard,78,213,4.9,3,5.6,32,Syracuse,Nick Provo,2007
lb,"Lake Oswego, Oregon",Lake Oswego,78,217,4.7,3,5.5,32,Oregon State,Will Darkins,2007
de,"Jersey City, New Jersey",St. Peter's Prep,78,240,4.6,3,5.7,32,William & Mary,Ravi Pradanhang,2007
ol,"Latrobe, Pennsylvania",Greater Latrobe,78,298,5.3,3,5.6,32,Akron,Paul Simkovich,2007
db,"Santa Monica, California",Santa Monica,78,194,4.7,3,5.7,32,Oregon State,Cameron Collins,2007
qb,"Macomb, Michigan",Dakota,78,171,5.0,3,5.5,32,Wisconsin,James Stallons,2007
db,"Greenville, North Carolina",South Central,78,180,4.5,3,5.6,32,East Carolina,Tyrell Worthington,2007
wr,"Milpitas, California",Milpitas,78,172,4.5,4,5.8,33,USC,Brandon Carswell,2007
lb,"Aliquippa, Pennsylvania",Aliquippa,78,220,4.7,3,5.7,33,Pittsburgh,Brandon Lindsey,2007
de,"Tyrone, Georgia",Sandy Creek,78,222,4.7,3,5.5,33,Indiana,Fred Jones,2007
dt,"Bakersfield, California",Bakersfield,78,266,4.9,3,5.7,33,California,Justin Cheadle,2007
lb,"Hollywood, Florida",Hollywood Hills,78,221,4.6,3,5.5,33,Tennessee State,Ronnie St.Fleur,2007
ath,"Richmond, Virginia",Varina,78,184,4.6,3,5.7,33,Virginia Tech,Davon Morgan,2007
qb,"Allen, Texas",Allen,78,200,4.8,3,5.5,33,Arkansas,Nathan Dick,2007
rb,"Great Bend, Kansas",Great Bend,65,205,4.5,3,5.7,33,Kansas State,Jeremy Reed,2007
ol,"Honolulu, Hawaii",Damien,78,284,5.5,3,5.7,33,Colorado,Sione Tau,2007
ol,"Corsicana, Texas",Corsicana,78,285,4.9,3,5.6,33,Baylor,Courtney Green,2007
de,"Germantown, Maryland",Northwest,78,255,4.8,3,5.6,33,Virginia Tech,Justin Young,2007
db,"North Bergen, New Jersey",North Bergen,78,211,4.6,3,5.7,33,West Virginia,Evan Rodriguez,2007
te,"Holland, Michigan",Holland Christian,78,250,5.0,3,5.6,33,Northwestern,Josh Rooks,2007
db,"Evanston, Illinois",Evanston,78,175,,3,5.6,33,Northwestern,Michael Bolden,2007
de,"Ft. Lauderdale, Florida",Dillard,78,226,5.0,3,5.6,34,Auburn,Antoine Carter,2007
ath,"Tatum, Texas",Tatum,78,175,4.4,3,5.7,34,Tennessee,Denarius Moore,2007
wr,"Carrollton, Texas",Creekview,78,184,4.5,3,5.7,34,Oklahoma,Corey Wilson,2007
qb,"Lakeside, California",El Capitan,78,205,4.9,3,5.5,34,San Diego State,Ryan Lindley,2007
db,"Philadelphia, Pennsylvania",Roman Catholic,78,195,4.4,3,5.6,34,Virginia,Dominique Joseph,2007
de,"Columbus, Ohio",Beechcroft,78,203,4.7,3,5.5,34,West Virginia,Julian Miller,2007
dt,"Montreal, Quebec",Montreal Vieux School,78,315,4.9,3,5.7,34,Michigan,Renaldo Sagesse,2007
lb,"Cincinnati, Ohio",Moeller,78,210,4.6,3,5.7,34,Michigan State,Greg Jones,2007
db,"Garland, Texas",South Garland,78,185,4.5,3,5.7,34,TCU,Tejay Johnson,2007
te,"Mt. Carmel, Pennsylvania",Mt. Carmel,78,225,4.7,3,5.6,34,Virginia,Mark Ambrose,2007
ol,"Blue Springs, Missouri",Blue Springs,78,282,5.0,3,5.7,34,Oklahoma,Donald Stephenson,2007
ol,"Gainesville, Georgia",Gainesville High School,78,275,5.3,3,5.6,34,Marshall,C.J. Wood,2007
rb,"Garner, North Carolina",Garner,65,205,4.4,3,5.7,34,Virginia Tech,Josh Oglesby,2007
lb,"Tavares, Florida",Tavares,78,230,,3,5.5,34,UCF,Josh Linam,2007
te,"Irving, Texas","",78,255,4.8,3,5.6,35,Kansas State,Dante Pinchback,2007
wr,"Garland, Texas",North Garland,78,163,4.4,3,5.7,35,Oklahoma State,Hubert Anyiam,2007
ath,"Pearland, Texas","",78,202,4.6,3,5.7,35,Oklahoma,Sam Proctor,2007
ol,"Quakertown, Pennsylvania",Quakertown,78,285,5.2,3,5.6,35,Rutgers,Caleb Ruch,2007
de,"Mobile, Alabama",Davidson,78,240,4.8,3,5.6,35,Arkansas,Damario Ambrose,2007
de,"Redlands, California",East Valley,78,200,4.8,3,5.5,35,Idaho,Andre Ferguson,2007
dt,"El Paso, Texas",Chapin,78,279,5.7,3,5.6,35,Missouri,Dominique Hamilton,2007
db,"Aldine, Texas",Aldine,78,190,4.5,3,5.7,35,Minnesota,Curtis Thomas,2007
db,"East Orange, New Jersey",East Orange,65,180,4.5,3,5.6,35,Rutgers,Al-Majid Hutchins,2007
rb,"Huntersville, North Carolina",North Mecklenburg,78,205,4.5,3,5.7,35,Tennessee,Daryl Vereen,2007
lb,"Cleveland, Ohio",Glenville Academic Campus,78,226,4.8,3,5.7,35,Iowa,LeBron Daniel,2007
ol,"Saint Augustine, Florida",Nease,78,304,,3,5.7,35,Georgia Tech,Clyde Yandell,2007
de,"Evanston, Illinois",Evanston,78,219,4.9,3,5.5,36,Purdue,Nickcaro Golding,2007
te,"Springdale, Arkansas",Springdale,78,215,4.6,3,5.6,36,North Carolina,Zack Pianalto,2007
wr,"Gainesville, Georgia",East Hall,78,200,4.6,3,5.7,36,Georgia,Walter Hill,2007
lb,"New Berlin, New York",Milford Academy,78,204,4.5,3,5.7,36,Syracuse,Romale Tucker,2007
db,"Warren, Ohio",Harding,65,202,4.5,3,5.7,36,West Virginia,Sidney Glover,2007
de,"Lauderdale Lakes, Florida",Boyd Anderson,78,220,4.5,3,5.6,36,Louisville,Patrick Grant,2007
rb,"Jacksonville, Texas",Jacksonville,78,200,4.5,3,5.6,36,Kansas,Carmon Boyd-Anderson,2007
lb,"Jenks, Oklahoma",Jenks,65,225,4.8,3,5.5,36,Rice,Tanner Shuck,2007
dt,"Tallahassee, Florida",Lincoln,65,315,5.1,3,5.6,36,Auburn,Tim Lamb,2007
ol,"Pensacola, Florida",Catholic,78,320,4.9,3,5.7,36,Auburn,Kyle Coulahan,2007
ol,"Newport News, Virginia",Denbigh,78,296,4.9,3,5.6,36,Virginia Tech,Jaymes Brooks,2007
db,"La Marque, Texas",La Marque,78,169,4.7,3,5.7,37,Oklahoma State,James Thomas,2007
ol,"Independence, Mississippi",Independence,78,270,5.2,3,5.6,37,Mississippi State,Quentin Saulsberry,2007
te,"Berkeley Heights, New Jersey",Governor Livingston,78,265,5.0,3,5.5,37,Princeton,Matt Boyer,2007
de,"Chandler, Arizona",Chandler,78,250,5.1,3,5.6,37,California,Cameron Jordan,2007
lb,"Eden Prairie, Minnesota",Eden Prairie,78,242,4.9,3,5.5,37,Northwestern,Bryce McNaul,2007
dt,"Silsbee, Texas",Silsbee,78,319,5.4,3,5.6,37,Oklahoma State,Ahmad Jones,2007
rb,"Burien, Washington",Kennedy,78,191,,3,5.6,37,Washington,Nate Williams,2007
lb,"Woodbridge, Virginia",Gar-Field,78,209,,3,5.7,37,Tennessee,Savion Frazier,2007
wr,"New Orleans, Louisiana",McDonogh 35,65,183,4.4,3,5.7,37,Mississippi,Lionel Breaux,2007
de,"Apopka, Florida",Apopka,78,215,4.7,3,5.5,37,Wake Forest,Kyle Wilbur,2007
ol,"Hampton, Virginia",Phoebus,78,290,4.9,3,5.7,37,Maryland,Maurice Hampton,2007
db,"Ponte Vedra Beach, Florida",Nease,78,180,4.5,3,5.6,37,Georgia Tech,Mario Butler,2007
dt,"Simi Valley, California",Royal,78,240,4.7,3,5.6,38,Oregon,Tonio Celotto,2007
db,"Mobile, Alabama",Baker,78,192,4.5,3,5.6,38,Southern Miss,Ken Dailey,2007
te,"San Antonio, Texas",Churchill,78,217,4.8,3,5.5,38,Texas,Ian Harris,2007
rb,"Brazoria, Texas",Columbia,78,180,4.5,3,5.6,38,Texas Tech,Jared Flannel,2007
db,"Marion, Arkansas",Marion Senior,78,210,4.5,3,5.6,38,Arkansas,Jerry Franklin,2007
de,"Leander, Texas",Leander,78,210,4.9,3,5.5,38,Baylor,Ryan Douglass,2007
ol,"Nashua, New Hampshire",Bishop Guertin,78,265,4.9,3,5.6,38,Boston College,Mark Spinney,2007
lb,"Homestead, Florida",Homestead,78,189,4.5,3,5.6,38,Florida State,Maurice Harris,2007
wr,"Conway, South Carolina",Conway,78,205,4.5,3,5.7,38,Michigan,Junior Hemingway,2007
lb,"Atlanta, Texas",Atlanta,78,225,4.6,3,5.5,38,Louisiana Tech,Roosevelt Falls,2007
ol,"Quincy, Illinois",Quincy Notre Dame,78,291,5.3,3,5.7,38,Illinois,Jack Cornell Jr.,2007
ath,"Kingsland, Georgia",Camden County,78,183,4.5,3,5.7,38,Georgia Tech,Willie White,2007
de,"Flagstaff, Arizona",Flagstaff,78,260,4.7,3,5.6,38,Arizona State,James Brooks,2007
dt,"St. Joseph, Missouri",Benton,78,286,5.2,3,5.6,39,Nebraska,Demetrious Davis,2007
ol,"Pickens, South Carolina","",78,320,5.2,3,5.6,39,Clemson,Wilson Norris,2007
db,"Bradenton, Florida",Bayshore,78,210,4.6,3,5.6,39,Nebraska,Latravis Washington,2007
ath,"Beaumont, Texas",Westbrook,78,220,,3,5.7,39,Texas A&M,Billy Chavis,2007
db,"Oxford, Mississippi",Oxford,78,190,4.7,3,5.6,39,Mississippi,Jamison Hughes,2007
de,"Dora, Alabama",Dora,78,220,4.6,3,5.5,39,Alabama,Chavis Williams,2007
lb,"Los Fresnos, Texas",Los Fresnos,78,220,,3,5.5,39,Kansas,Justin Springer,2007
de,"Carrollton, Texas",Creekview,78,210,5.0,3,5.6,39,Arizona,Ron Jackson,2007
lb,"Decatur, Georgia",Southwest Dekalb,78,198,4.6,3,5.6,39,Mississippi,Marshall Williams,2007
ol,"Nevada City, California",Nevada Union,78,289,5.2,3,5.7,39,Notre Dame,Taylor Dever,2007
rb,"Chamblee, Georgia",Chamblee,65,184,4.6,3,5.6,39,Georgia Tech,Roddy Jones,2007
te,"Ann Arbor, Michigan",Pioneer,78,247,4.8,3,5.5,39,Northwestern,Cameron Joplin,2007
wr,"Chandler, Arizona",Hamilton,78,170,4.5,3,5.7,39,Arizona State,Kerry Taylor,2007
lb,"Brookfield, Missouri","",78,215,4.6,3,5.6,40,Missouri,Luke Lambert,2007
de,"Lakeland, Florida",Lake Gibson,78,228,4.8,3,5.5,40,South Florida,Claude Davis,2007
ath,"Knoxville, Tennessee",Austin-East,78,175,4.5,3,5.7,40,Tennessee,Anthony Anderson,2007
wr,"Huntsville, Alabama",Huntsville,78,164,4.6,3,5.7,40,Auburn,Quindarius Carr,2007
ol,"Erie, Pennsylvania",McDowell,78,311,5.4,3,5.7,40,Pittsburgh,Dan Matha,2007
db,"Tampa, Florida",Jesuit,65,190,4.5,3,5.5,40,Georgia Tech,Michael Peterson,2007
rb,"Tyler, Texas",John Tyler,65,185,4.4,3,5.6,40,Oklahoma State,Kendall Hunter,2007
de,"Portland, Oregon",Central Catholic,78,250,4.6,3,5.6,40,Oregon State,Kevin Frahm,2007
te,"Joliet, Illinois",Joliet Catholic,78,215,,3,5.5,40,Stanford,Coby Fleener,2007
db,"Tallahassee, Florida",Lincoln,78,185,4.5,3,5.6,40,Auburn,Mike Slade,2007
ol,"Harmony, Pennsylvania",Seneca Valley,78,283,5.2,3,5.6,40,West Virginia,Donny Barclay,2007
dt,"Bailey, North Carolina",Southern Nash,78,260,4.9,3,5.6,40,Virginia Tech,Kwamaine Battle,2007
lb,"McDonough, Georgia",Union Grove,78,225,4.7,3,5.5,40,Georgia Tech,Kyle Jackson,2007
db,"Somerville, Tennessee",Fayette-Ware,65,185,4.4,3,5.5,41,Mississippi State,Wade Bonner,2007
ath,"Charleston, Mississippi",Charleston,78,190,4.4,3,5.7,41,Mississippi,Johnny Brown,2007
ol,"Jacksonville, Florida",Bartram Trail,78,279,5.1,3,5.7,41,South Florida,Thomas Edenfield,2007
rb,"Jacksonville, Florida",Ed White,65,185,4.4,3,5.6,41,South Carolina,Eric Baker,2007
lb,"Lemont, Illinois","",78,215,4.5,3,5.6,41,Notre Dame,Aaron Nagel,2007
te,"Arvada, Colorado",Arvada West,78,230,4.7,3,5.5,41,Nebraska,Ryan Hill,2007
dt,"New Orleans, Louisiana",McDonogh 35,78,267,,3,5.6,41,Nebraska,Terrence Moore,2007
wr,"Duncan, South Carolina",Byrnes,78,193,4.6,3,5.7,41,Clemson,Xavier Dye,2007
de,"Louisville, Georgia",Jefferson County,78,236,4.7,3,5.5,41,Western Kentucky,Tim Nelson,2007
ol,"Pittsburgh, Pennsylvania",Woodland Hills,78,275,5.2,3,5.6,41,North Carolina,Mike Dykes,2007
db,"Ft. Wayne, Indiana",Snider,78,185,4.5,3,5.6,41,Michigan,Artis Chambers,2007
rb,"Tulsa, Oklahoma",Booker T. Washington,65,190,4.5,3,5.6,42,Arkansas,Michael Harris,2007
db,"Hempstead, Texas",Hempstead,65,176,,3,5.5,42,Houston,Chris Tate,2007
lb,"Mamou, Louisiana",Mamou,78,219,4.5,3,5.5,42,Texas A&M,Charles Young,2007
wr,"Alhambra, California",Alhambra,78,177,4.7,3,5.7,42,Michigan,Zion Babb,2007
ol,"Jonesboro, Arkansas",Jonesboro Senior,78,305,5.1,3,5.7,42,Arkansas,Grant Cook,2007
db,"Ocala, Florida",Trinity Catholic,78,180,,3,5.6,42,South Carolina,Antonio Allen,2007
lb,"Cambridge, Massachusetts",Belmont Hill,78,228,4.6,3,5.6,42,Boston College,Dan Williams,2007
te,"Auburn, Washington",Auburn Riverside,78,225,4.7,3,5.5,42,Oregon,David Paulson,2007
ol,"Slidell, Louisiana",Northshore,78,279,5.1,3,5.5,42,Southeastern Louisiana,Tyler Unsworth,2007
de,"Warren, Ohio",Harding,78,232,4.6,3,5.5,42,Toledo,Marlin Parker,2007
dt,"Lake Orion, Michigan",Lake Orion,78,246,4.9,3,5.6,42,Central Michigan,Josh Allison,2007
ol,"Eden Prairie, Minnesota",Eden Prairie,78,265,5.0,3,5.6,42,Minnesota,Ryan Orton,2007
ol,"Bryan, Texas",Bryan,78,320,5.4,3,5.6,43,Texas A&M,Evan Eike,2007
wr,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,185,4.4,3,5.7,43,Miami (FL),Leonard Hankerson,2007
ol,"Sherman Oaks, California",Notre Dame,78,252,5.5,3,5.6,43,California,Sam DeMartinis,2007
de,"Jefferson City, Missouri",Jefferson City,78,250,,3,5.6,43,Missouri,Terrell Resonno,2007
db,"Brenham, Texas",Brenham,65,182,4.4,3,5.5,43,Nebraska,Shawn Sullivan,2007
rb,"Allen, Texas",Allen,65,186,4.6,3,5.6,43,Tulsa,Charles Opeseyitan,2007
lb,"Gloucester, Virginia",Gloucester,78,215,4.7,3,5.6,43,Virginia,Aaron Taliaferro,2007
db,"Irving, Texas",Macarthur,65,196,4.4,3,5.6,43,Arkansas,Bret Harris,2007
de,"Missouri City, Texas",Fort Bend Marshall,78,225,4.6,3,5.5,43,Texas Tech,Tyrone Sonier,2007
ath,"Greenville, North Carolina",Rose,78,190,,3,5.7,43,East Carolina,Jonathan Williams,2007
lb,"Longmont, Colorado",Skyline,78,205,4.8,3,5.5,43,Wyoming,Gabe Knapton,2007
dt,"Humboldt, Iowa","",78,266,4.8,3,5.6,43,Iowa,Cody Hundertmark,2007
te,"The Woodlands, Texas",The Woodlands,78,215,4.8,3,5.5,43,Purdue,Colton McKey,2007
rb,"Eugene, Oregon",Marist,65,192,,3,5.6,44,Kentucky,Brandon Jackson,2007
db,"Terry, Mississippi",Terry,78,200,4.5,3,5.6,44,Mississippi State,Antwon Dixon,2007
lb,"Fairless Hills, Pennsylvania",Pennsbury,78,224,4.7,3,5.5,44,Connecticut,C.J. Marck,2007
wr,"Erie, Pennsylvania",Strong Vincent,78,184,4.5,3,5.7,44,Pittsburgh,Maurice Williams,2007
de,"Hoover, Alabama",Hoover,78,220,4.6,3,5.5,44,Clemson,Byron Clear,2007
lb,"Winston-Salem, North Carolina",Carver,78,200,4.5,3,5.6,44,South Carolina,Alonzo Winfield,2007
dt,"Pensacola, Florida",Pensacola,78,264,5.3,3,5.6,44,South Florida,Terrell McClain,2007
db,"Sugar Land, Texas",Dulles,65,176,4.5,3,5.5,44,Michigan,Troy Woolfolk,2007
ol,"Euless, Texas",Trinity School,78,295,,3,5.6,44,Brigham Young,Manaaki Vaitai,2007
ath,"Arlington, Virginia",Yorktown,78,200,4.5,3,5.7,44,Virginia,Max Milien,2007
ol,"Garland, Texas",Sachse,78,275,,3,5.6,44,Texas Tech,Blake Emert,2007
de,"Springfield, Missouri",Hillcrest,78,250,4.8,3,5.6,44,Missouri,Chris Earnhardt,2007
te,"Salt Lake City, Utah",Highland,78,234,5.2,3,5.5,44,Brigham Young,Braden Brown,2007
te,"Lakewood, Ohio",St. Edward,78,220,4.7,3,5.5,45,Pittsburgh,Kyle Hubbard,2007
wr,"Naples, Florida",Barron Collier,78,185,4.4,3,5.7,45,South Carolina,Matt Clements,2007
de,"Cozad, Nebraska","",78,255,4.8,3,5.6,45,Nebraska,Jared Crick,2007
db,"Shawnee, Kansas",Mill Valley,65,180,4.3,3,5.5,45,Kansas State,Justin Woods,2007
ol,"Duarte, California",Duarte,78,305,5.6,3,5.6,45,UCLA,Mike Harris,2007
db,"Massillon, Ohio",Washington,65,185,4.7,3,5.6,45,Illinois,Brian Gamble,2007
ath,"Sherman Oaks, California",Notre Dame,78,190,4.5,3,5.6,45,UNLV,Shane Horton,2007
de,"Baton Rouge, Louisiana",Catholic,78,222,4.8,3,5.5,45,Louisiana Tech,Matthew Broha,2007
rb,"O'Fallon, Missouri",Fort Zumwalt West,65,187,4.5,3,5.6,45,Missouri,Carl Gettis,2007
lb,"Morristown, New Jersey",Lawrenceville Prep,78,238,4.6,3,5.6,45,Maryland,Ben Pooler,2007
ol,"York, Pennsylvania",William Penn,78,293,5.5,3,5.6,45,Rutgers,Richard Muldrow,2007
dt,"Honolulu, Hawaii",Kamehameha,78,280,5.0,3,5.6,45,Hawaii,Vaughn Meatoga,2007
db,"Meadville, Mississippi",Franklin County,78,204,4.8,3,5.6,46,Mississippi State,Mike Hunt,2007
wr,"Tyler, Texas",Tyler Lee,78,224,4.6,3,5.7,46,Texas Tech,Jacob Amie,2007
lb,"Germantown, Maryland",Northwest,78,190,4.6,3,5.6,46,Rutgers,Joe Lefeged,2007
db,"Santa Fe Springs, California",Santa Fe Springs,65,150,4.5,3,5.5,46,Washington State,Romeo Pellum,2007
ol,"Belle Glade, Florida",Glades Central,78,270,,3,5.6,46,Florida State,Jatavious Jackson,2007
rb,"Naples, Florida",Barron Collier,78,205,4.5,3,5.6,46,Pittsburgh,Greg Williams,2007
te,"Monroe, Louisiana",Richwood,78,250,4.7,3,5.5,46,Mississippi,David Rue,2007
ol,"Monroe, Louisiana",Carroll,78,315,,3,5.5,46,Mississippi,Alex Washington,2007
dt,"Anaheim, California",Servite,78,272,,3,5.6,46,Boise State,Garett Pendergast,2007
de,"Muncie, Indiana",Central,78,233,5.1,3,5.6,46,Purdue,Ryan Kerrigan,2007
ath,"Lakeland, Florida",Evangelical Christian,78,185,4.7,3,5.6,46,Tennessee,Art Evans,2007
db,"Paradise, California",Paradise,78,185,4.7,3,5.5,47,Oregon,Jeff Maehl,2007
rb,"Hollywood, Florida",Chaminade Madonna,65,214,4.7,3,5.6,47,Florida Atlantic,Xavier Stinson,2007
lb,"Irving, Texas",Irving,78,205,4.5,3,5.6,47,Kansas State,Brandon Walls,2007
dt,"Oklahoma City, Oklahoma",Heritage Hall,78,298,,3,5.5,47,Oklahoma State,Quinton Prince,2007
ol,"Sherman Oaks, California",Notre Dame,78,295,,3,5.6,47,Oregon,Charlie Carmichael,2007
ath,"Lauderdale Lakes, Florida",Boyd Anderson,78,169,4.6,3,5.6,47,Florida,Moses Jenkins,2007
db,"Tyler, Texas",Tyler Lee,78,180,4.4,3,5.6,47,TCU,Tekerrein Cuba,2007
de,"Jefferson City, Missouri",Jefferson City,78,255,5.0,3,5.6,47,Kansas,Richard Johnson Jr.,2007
te,"Copperas Cove, Texas",Copperas Cove,78,232,4.7,3,5.5,47,TCU,Logan Brock,2007
ol,"Troy, Illinois",Triad,78,260,,3,5.5,47,Missouri,Austin Wuebbels,2007
db,"Statesboro, Georgia",Statesboro,78,191,4.8,3,5.6,48,Georgia,John Knox,2007
wr,"Bettendorf, Iowa","",78,188,4.5,3,5.7,48,Iowa,Colin Sandeman,2007
dt,"Bastrop, Louisiana",Bastrop,78,280,4.9,3,5.5,48,Mississippi State,LaMarcus Williams,2007
lb,"Morrilton, Arkansas",Morrilton,78,185,4.5,3,5.5,48,Arkansas,Freddy Burton,2007
ol,"Harrison, Arkansas",Harrison,78,260,5.1,3,5.5,48,Arkansas,Wade Grayson,2007
te,"Gahanna, Ohio",Lincoln High School,78,260,4.9,3,5.5,48,Cincinnati,John Hughes,2007
de,"Hilo, Hawaii",Kamehameha,78,238,4.9,3,5.5,48,Washington,Kalani Aldrich,2007
ol,"Fort Smith, Arkansas",Northside Senior,78,270,4.9,3,5.6,48,Arkansas State,Paul Henry,2007
db,"Chicago, Illinois",Morgan Park,65,157,4.5,3,5.5,48,Illinois,Marcus Thomas,2007
rb,"Missouri City, Texas",Fort Bend Marshall,65,167,4.3,3,5.5,49,TCU,Jai Cavness,2007
lb,"Blythewood, South Carolina",Blythewood,65,209,4.7,3,5.5,49,Georgia,Charles White,2007
wr,"Leander, Texas",Leander,78,210,4.5,3,5.7,49,Nebraska,Curenski Gilleylen,2007
ol,"Maple Grove, Minnesota",Osseo,78,306,5.0,3,5.5,49,Minnesota,Chris Bunders,2007
te,"Fort Myers, Florida",Riverdale,78,225,4.8,3,5.5,49,South Carolina,Mat Williams,2007
dt,"Pompano Beach, Florida",Blanche Ely,78,270,4.9,3,5.5,49,South Carolina,Donte'e Nicholls,2007
db,"Warren, Ohio",Harding,78,185,4.5,3,5.5,49,Michigan State,Chris Rucker,2007
de,"Rosedale, Mississippi",West Bolivar,78,235,,3,5.5,49,Arkansas State,Stanley Porter,2007
ath,"Washington, District of Columbia",Dunbar,78,202,4.5,3,5.6,49,Illinois,Nathan Bussey,2007
db,"Copley, Ohio",Copley,78,185,4.5,3,5.6,49,Northwestern,David Arnold,2007
ol,"Arlington Heights, Illinois",Prospect,78,255,4.8,3,5.6,49,Iowa,Markus Zusevics,2007
db,"Kosciusko, Mississippi",Kosciusko,65,166,4.6,3,5.5,50,Mississippi,Jamariey Atterberry,2007
db,"Chicago, Illinois",Hubbard,78,180,4.6,3,5.6,50,California,Sean Cattouse,2007
de,"Brentwood, Tennessee",Brentwood Academy,78,250,4.8,3,5.5,50,Auburn,A.J. Greene,2007
rb,"Oakland, California",McClymonds,65,192,,3,5.5,50,Washington,Willie Griffin,2007
te,"Wilsonville, Oregon",Wilsonville,78,230,4.6,3,5.5,50,Oregon State,Carl Sommer,2007
wr,"Roslindale, Massachusetts",Belmont Hill,65,175,4.4,3,5.7,50,Stanford,Corey Gatewood,2007
ol,"Vidor, Texas",Vidor,78,290,5.6,3,5.5,50,Texas Tech,Jerrod Gooch,2007
ol,"Roxboro, North Carolina",Person High,78,285,,3,5.6,50,Wake Forest,Doug Weaver,2007
ath,"Virginia Beach, Virginia",Kempsville,65,173,4.4,3,5.6,50,Maryland,Trenton Hughes,2007
dt,"Richmond, Virginia",Varina,78,280,4.9,3,5.6,50,Syracuse,Bud Tribbey,2007
ol,"Brewton, Alabama",W. S. Neal,78,287,5.2,3,5.5,51,Auburn,Jared Cooper,2007
de,"Mission Viejo, California",Mission Viejo,78,235,4.9,3,5.5,51,Oregon,Dominic Glover,2007
te,"Houston, Texas",Chavez,78,260,4.7,3,5.5,51,Texas A&M,Harold Turnage,2007
dt,"Poway, California",Poway,78,272,5.2,3,5.5,51,Washington,Nick Wood,2007
ol,"Peculiar, Missouri",Raymore-Peculiar,78,260,,3,5.6,51,Kansas State,Clyde Aufner,2007
wr,"Denver, Colorado",Mullen,78,175,4.5,3,5.7,51,Washington,Devin Aguilar,2007
db,"La Palma, California",John F Kennedy,65,204,4.6,3,5.6,51,Oregon,Edward Pleasant,2007
ath,"Lawton, Oklahoma",Eisenhower,78,200,4.5,3,5.6,51,Southern Methodist,De'von Bailey,2007
lb,"High Point, North Carolina",Southwest Guilford,78,200,4.4,3,5.5,51,North Carolina,Albert Craddock,2007
db,"Cleveland, Ohio",Glenville Academic Campus,65,170,4.5,3,5.5,51,Wisconsin,Otis Merrill,2007
rb,"Royal Palm Beach, Florida",Royal Palm Beach,65,198,4.6,3,5.5,51,Wisconsin,Zach Brown,2007
dt,"Flint, Michigan",Carman Ainsworth,78,298,5.1,3,5.5,52,Michigan State,Ryan Wheat,2007
lb,"Olive Branch, Mississippi","",78,210,4.7,3,5.5,52,Mississippi State,K.J. Wright,2007
ol,"Greenville, South Carolina",Greenville High School,78,254,5.0,3,5.6,52,Clemson,David Smith,2007
ath,"Birmingham, Alabama",Tarrant,65,160,4.4,3,5.6,52,Alabama,Marquis Maze,2007
rb,"Wheaton, Illinois",Wheaton Warrenville South,65,178,,3,5.5,52,Purdue,Dan Dierking,2007
te,"Liberty Hill, Texas","",78,235,4.9,3,5.5,52,Rice,Kody Emmert,2007
ol,"Palo Alto, California",Palo Alto,78,270,4.9,3,5.5,52,San Jose State,Fred Koloto,2007
db,"Mesquite, Texas",North Mesquite,65,170,4.5,3,5.5,52,Baylor,Larry Rosebud,2007
de,"Hamilton, Ohio",Hamilton,78,266,4.9,3,5.5,52,Duke,Charlie Hatcher,2007
wr,"Charlotte, North Carolina",Olympic,78,180,4.6,3,5.7,52,North Carolina State,Steven Howard,2007
db,"Jacksonville, Florida",Mandarin,78,190,4.5,3,5.6,52,South Florida,Charlton Sinclair,2007
de,"Memphis, Tennessee",Ridgeway,78,239,4.7,3,5.5,53,Colorado,Lagrone Shields,2007
db,"Tulsa, Oklahoma",East Central,65,184,4.5,3,5.5,53,Kansas,Anthony Davis,2007
db,"Youngstown, Ohio",Liberty,65,205,,3,5.6,53,Syracuse,Ryan Gillum,2007
ol,"Fort Valley, Georgia",Peach County,78,258,4.9,3,5.5,53,Troy,Jeremiah Wright,2007
